name,kind,dropped,n,S_max,eps_inf,lam,R2,d_aicc,identified
Pythia v0 deduped pythia-1.4b / ARC-Easy,LLM ladder,0,13,0.5858,0.422347,0.1362,0.9795,1.76,True
Pythia v0 deduped pythia-1.4b / ARC-Easy,LLM ladder,1,12,0.5797,0.43243,0.1417,0.9783,1.0,True
Pythia v0 deduped pythia-1.4b / ARC-Easy,LLM ladder,2,11,0.5787,0.445874,0.1497,0.9769,0.2,True
Pythia v0 deduped pythia-1.4b / ARC-Easy,LLM ladder,3,10,0.5638,0.482826,0.1767,0.9778,0.86,True
Pythia v0 deduped pythia-1.4b / ARC-Easy,LLM ladder,4,9,0.5599,0.516067,0.2109,0.9788,1.18,True
Pythia v0 deduped pythia-1.4b / ARC-Easy,LLM ladder,5,8,0.5195,0.561154,0.2844,0.991,7.39,True
Pythia v0 deduped pythia-1.4b / ARC-Easy,LLM ladder,6,7,0.5073,0.577815,0.3264,0.9934,6.94,True
Pythia v0 deduped pythia-1.4b / ARC-Easy,LLM ladder,7,6,0.4861,0.596022,0.3887,0.9971,7.26,True
Pythia v0 deduped pythia-1.4b / LAMBADA,LLM ladder,0,9,0.9048,0.371721,0.2848,0.9922,12.38,True
Pythia v0 deduped pythia-1.4b / LAMBADA,LLM ladder,1,8,0.8695,0.383085,0.3038,0.9932,10.98,True
Pythia v0 deduped pythia-1.4b / LAMBADA,LLM ladder,2,7,0.8529,0.388125,0.3127,0.9928,6.65,True
Pythia v0 deduped pythia-1.4b / LAMBADA,LLM ladder,3,6,0.8525,0.393914,0.3233,0.9923,0.52,True
Pythia v0 deduped pythia-1.4b / PIQA,LLM ladder,0,14,0.6027,0.360208,0.1113,0.9938,4.97,True
Pythia v0 deduped pythia-1.4b / PIQA,LLM ladder,1,13,0.5889,0.391334,0.1231,0.9949,7.41,True
Pythia v0 deduped pythia-1.4b / PIQA,LLM ladder,2,12,0.585,0.413775,0.1333,0.9954,8.6,True
Pythia v0 deduped pythia-1.4b / PIQA,LLM ladder,3,11,0.5637,0.44578,0.1508,0.9974,14.34,True
Pythia v0 deduped pythia-1.4b / PIQA,LLM ladder,4,10,0.558,0.459827,0.16,0.9977,14.03,True
Pythia v0 deduped pythia-1.4b / PIQA,LLM ladder,5,9,0.541,0.481782,0.1765,0.9988,18.58,True
Pythia v0 deduped pythia-1.4b / PIQA,LLM ladder,6,8,0.5243,0.494347,0.1874,0.9992,18.09,True
Pythia v0 deduped pythia-1.4b / PIQA,LLM ladder,7,7,0.517,0.494131,0.1872,0.9991,11.98,True
Pythia v0 deduped pythia-1.4b / PIQA,LLM ladder,8,6,0.5061,0.500855,0.1934,0.9991,5.34,True
Pythia v0 deduped pythia-12b / ARC-Easy,LLM ladder,0,12,0.9062,0.202029,0.1347,0.995,3.11,True
Pythia v0 deduped pythia-12b / ARC-Easy,LLM ladder,1,11,0.8966,0.175457,0.1258,0.9953,0.27,True
Pythia v0 deduped pythia-12b / ARC-Easy,LLM ladder,2,10,0.8911,0.149033,0.1182,0.9953,-1.99,True
Pythia v0 deduped pythia-12b / ARC-Easy,LLM ladder,3,9,0.8775,0.155827,0.12,0.9949,-2.89,True
Pythia v0 deduped pythia-12b / ARC-Easy,LLM ladder,4,8,0.8509,0.174053,0.1252,0.9944,-3.82,True
Pythia v0 deduped pythia-12b / ARC-Easy,LLM ladder,5,7,0.7946,0.170488,0.1241,0.9936,-5.97,True
Pythia v0 deduped pythia-12b / ARC-Easy,LLM ladder,6,6,0.7799,0.056345,0.0987,0.9944,-9.94,True
Pythia v0 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,0,12,1.007,0.189128,0.1551,0.9981,11.63,True
Pythia v0 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,1,11,1.0039,0.177696,0.1504,0.9982,8.12,True
Pythia v0 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,2,10,0.9782,0.181823,0.152,0.9981,5.98,True
Pythia v0 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,3,9,0.9619,0.170601,0.1477,0.998,2.45,True
Pythia v0 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,4,8,0.9575,0.138484,0.1368,0.9982,-1.86,True
Pythia v0 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,5,7,0.8979,0.179232,0.1507,0.9984,-2.13,True
Pythia v0 deduped pythia-12b / ARC-Easy / 5-shot,LLM ladder,6,6,0.8378,0.207306,0.1617,0.9984,-5.14,True
Pythia v0 deduped pythia-12b / LAMBADA,LLM ladder,0,13,1.2482,0.113833,0.1562,0.9966,3.25,True
Pythia v0 deduped pythia-12b / LAMBADA,LLM ladder,1,12,1.2341,0.11252,0.1557,0.9965,1.74,True
Pythia v0 deduped pythia-12b / LAMBADA,LLM ladder,2,11,1.1955,0.112074,0.1555,0.9963,0.38,True
Pythia v0 deduped pythia-12b / LAMBADA,LLM ladder,3,10,1.1911,0.090644,0.1468,0.9966,-1.89,True
Pythia v0 deduped pythia-12b / LAMBADA,LLM ladder,4,9,1.1872,0.072775,0.1405,0.9966,-3.63,True
Pythia v0 deduped pythia-12b / LAMBADA,LLM ladder,5,8,1.1461,0.075095,0.1412,0.9962,-4.72,True
Pythia v0 deduped pythia-12b / LAMBADA,LLM ladder,6,7,1.1322,0.045734,0.132,0.9961,-6.79,True
Pythia v0 deduped pythia-12b / LAMBADA,LLM ladder,7,6,1.0949,0.046384,0.1322,0.9956,-9.87,True
Pythia v0 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,0,13,1.2117,0.05613,0.1417,0.9966,-2.16,True
Pythia v0 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,1,12,1.1936,0.062474,0.1436,0.9964,-2.34,True
Pythia v0 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,2,11,1.151,0.073019,0.147,0.9963,-2.44,True
Pythia v0 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,3,10,1.1473,0.065114,0.1445,0.9961,-3.39,True
Pythia v0 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,4,9,1.1178,0.079292,0.149,0.9958,-3.77,True
Pythia v0 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,5,8,1.0596,0.097204,0.1549,0.9956,-4.42,True
Pythia v0 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,6,7,1.0429,0.066024,0.145,0.9955,-6.65,True
Pythia v0 deduped pythia-12b / LAMBADA / 5-shot,LLM ladder,7,6,1.0266,0.050717,0.1407,0.9949,-9.88,True
Pythia v0 deduped pythia-12b / PIQA,LLM ladder,0,12,0.7525,0.318976,0.1391,0.9898,3.05,True
Pythia v0 deduped pythia-12b / PIQA,LLM ladder,1,11,0.7502,0.317818,0.1385,0.9892,1.41,True
Pythia v0 deduped pythia-12b / PIQA,LLM ladder,2,10,0.7456,0.335522,0.1473,0.9889,1.11,True
Pythia v0 deduped pythia-12b / PIQA,LLM ladder,3,9,0.7342,0.365343,0.1645,0.9899,1.72,True
Pythia v0 deduped pythia-12b / PIQA,LLM ladder,4,8,0.6899,0.401178,0.1911,0.9925,3.46,True
Pythia v0 deduped pythia-12b / PIQA,LLM ladder,5,7,0.677,0.398788,0.1891,0.9917,-0.26,True
Pythia v0 deduped pythia-12b / PIQA,LLM ladder,6,6,0.6537,0.384486,0.1782,0.991,-5.83,True
Pythia v0 deduped pythia-12b / PIQA / 5-shot,LLM ladder,0,10,0.7736,0.293487,0.1329,0.995,3.6,True
Pythia v0 deduped pythia-12b / PIQA / 5-shot,LLM ladder,1,9,0.7525,0.309292,0.1398,0.9948,2.61,True
Pythia v0 deduped pythia-12b / PIQA / 5-shot,LLM ladder,2,8,0.7434,0.30654,0.1386,0.9942,-0.36,True
Pythia v0 deduped pythia-12b / PIQA / 5-shot,LLM ladder,3,7,0.7074,0.334669,0.152,0.9939,-2.07,True
Pythia v0 deduped pythia-12b / PIQA / 5-shot,LLM ladder,4,6,0.6748,0.341697,0.1557,0.993,-6.51,True
Pythia v0 deduped pythia-160m / SciQ,LLM ladder,0,9,1.2174,0.272653,0.324,0.9982,26.88,True
Pythia v0 deduped pythia-160m / SciQ,LLM ladder,1,8,1.204,0.272302,0.3231,0.9981,19.24,True
Pythia v0 deduped pythia-160m / SciQ,LLM ladder,2,7,1.1777,0.277951,0.338,0.9983,14.32,True
Pythia v0 deduped pythia-160m / SciQ,LLM ladder,3,6,1.1605,0.282989,0.352,0.9983,6.92,True
Pythia v0 deduped pythia-1b / ARC-Easy / 5-shot,LLM ladder,0,11,0.6227,0.392667,0.1121,0.9739,-1.96,True
Pythia v0 deduped pythia-1b / ARC-Easy / 5-shot,LLM ladder,1,10,0.6154,0.460243,0.1529,0.9773,-0.21,True
Pythia v0 deduped pythia-1b / ARC-Easy / 5-shot,LLM ladder,2,9,0.5648,0.519025,0.2229,0.9951,12.38,True
Pythia v0 deduped pythia-1b / ARC-Easy / 5-shot,LLM ladder,3,8,0.5589,0.524353,0.2325,0.995,9.24,True
Pythia v0 deduped pythia-1b / ARC-Easy / 5-shot,LLM ladder,4,7,0.5521,0.53237,0.2482,0.9951,5.97,True
Pythia v0 deduped pythia-1b / ARC-Easy / 5-shot,LLM ladder,5,6,0.5443,0.54525,0.2779,0.9958,2.13,True
Pythia v0 deduped pythia-1b / LAMBADA,LLM ladder,0,12,0.8769,0.285231,0.147,0.9873,3.19,True
Pythia v0 deduped pythia-1b / LAMBADA,LLM ladder,1,11,0.8649,0.278253,0.1431,0.9867,1.29,True
Pythia v0 deduped pythia-1b / LAMBADA,LLM ladder,2,10,0.8616,0.270243,0.1391,0.986,-0.41,True
Pythia v0 deduped pythia-1b / LAMBADA,LLM ladder,3,9,0.8552,0.264666,0.1364,0.9849,-1.99,True
Pythia v0 deduped pythia-1b / LAMBADA,LLM ladder,4,8,0.8475,0.260621,0.1346,0.9833,-3.69,True
Pythia v0 deduped pythia-1b / LAMBADA,LLM ladder,5,7,0.8137,0.261902,0.1352,0.9809,-5.82,True
Pythia v0 deduped pythia-1b / LAMBADA,LLM ladder,6,6,0.8058,0.210053,0.1158,0.9787,-9.68,True
Pythia v0 deduped pythia-1b / LAMBADA / 5-shot,LLM ladder,0,11,0.7464,0.372525,0.1753,0.9925,8.52,True
Pythia v0 deduped pythia-1b / LAMBADA / 5-shot,LLM ladder,1,10,0.7366,0.371231,0.1743,0.992,5.61,True
Pythia v0 deduped pythia-1b / LAMBADA / 5-shot,LLM ladder,2,9,0.7289,0.371549,0.1746,0.9914,2.96,True
Pythia v0 deduped pythia-1b / LAMBADA / 5-shot,LLM ladder,3,8,0.7221,0.382162,0.1824,0.9909,1.1,True
Pythia v0 deduped pythia-1b / LAMBADA / 5-shot,LLM ladder,4,7,0.7015,0.403777,0.2005,0.9908,-0.7,True
Pythia v0 deduped pythia-1b / LAMBADA / 5-shot,LLM ladder,5,6,0.6643,0.431794,0.2288,0.9919,-3.05,True
Pythia v0 deduped pythia-1b / PIQA,LLM ladder,0,10,0.5466,0.484228,0.152,0.9859,3.15,True
Pythia v0 deduped pythia-1b / PIQA,LLM ladder,1,9,0.5317,0.504899,0.169,0.9848,1.4,True
Pythia v0 deduped pythia-1b / PIQA,LLM ladder,2,8,0.5152,0.542577,0.2111,0.9862,1.57,True
Pythia v0 deduped pythia-1b / PIQA,LLM ladder,3,7,0.4865,0.5812,0.2812,0.995,7.32,True
Pythia v0 deduped pythia-1b / PIQA,LLM ladder,4,6,0.4654,0.598818,0.3311,0.9978,7.66,True
Pythia v0 deduped pythia-1b / PIQA / 5-shot,LLM ladder,0,10,0.5772,0.249076,0.0658,0.9869,-3.67,True
Pythia v0 deduped pythia-1b / PIQA / 5-shot,LLM ladder,1,9,0.5599,0.357733,0.0877,0.9876,-3.01,True
Pythia v0 deduped pythia-1b / PIQA / 5-shot,LLM ladder,2,8,0.5373,0.441424,0.1175,0.9896,-1.68,True
Pythia v0 deduped pythia-1b / PIQA / 5-shot,LLM ladder,3,7,0.5061,0.481657,0.1403,0.9889,-3.09,True
Pythia v0 deduped pythia-1b / PIQA / 5-shot,LLM ladder,4,6,0.5025,0.481083,0.1399,0.9873,-7.5,True
Pythia v0 deduped pythia-1b / SciQ,LLM ladder,0,9,1.8079,0.119388,0.2202,0.9869,1.42,True
Pythia v0 deduped pythia-1b / SciQ,LLM ladder,1,8,1.7222,0.133945,0.244,0.9886,1.88,True
Pythia v0 deduped pythia-1b / SciQ,LLM ladder,2,7,1.7001,0.132429,0.2414,0.9875,-1.8,True
Pythia v0 deduped pythia-1b / SciQ,LLM ladder,3,6,1.6503,0.132135,0.2409,0.986,-6.61,True
Pythia v0 deduped pythia-1b / SciQ / 5-shot,LLM ladder,0,12,2.238,0.098292,0.3728,0.9953,23.47,True
Pythia v0 deduped pythia-1b / SciQ / 5-shot,LLM ladder,1,11,2.2012,0.101703,0.3859,0.9963,23.44,True
Pythia v0 deduped pythia-1b / SciQ / 5-shot,LLM ladder,2,10,2.1657,0.104816,0.3985,0.9969,22.16,True
Pythia v0 deduped pythia-1b / SciQ / 5-shot,LLM ladder,3,9,2.1542,0.107564,0.4102,0.9972,19.4,True
Pythia v0 deduped pythia-1b / SciQ / 5-shot,LLM ladder,4,8,2.0983,0.111854,0.4295,0.9978,17.39,True
Pythia v0 deduped pythia-1b / SciQ / 5-shot,LLM ladder,5,7,2.0768,0.115661,0.447,0.9983,14.57,True
Pythia v0 deduped pythia-1b / SciQ / 5-shot,LLM ladder,6,6,1.9951,0.121496,0.4758,0.9992,13.02,True
Pythia v0 deduped pythia-2.8b / ARC-Easy / 5-shot,LLM ladder,0,14,0.8561,0.275272,0.1434,0.9956,10.94,True
Pythia v0 deduped pythia-2.8b / ARC-Easy / 5-shot,LLM ladder,1,13,0.8326,0.282933,0.1471,0.9955,9.79,True
Pythia v0 deduped pythia-2.8b / ARC-Easy / 5-shot,LLM ladder,2,12,0.8288,0.275139,0.1434,0.9954,6.83,True
Pythia v0 deduped pythia-2.8b / ARC-Easy / 5-shot,LLM ladder,3,11,0.816,0.268442,0.1403,0.9951,4.02,True
Pythia v0 deduped pythia-2.8b / ARC-Easy / 5-shot,LLM ladder,4,10,0.8122,0.269583,0.1408,0.9948,2.16,True
Pythia v0 deduped pythia-2.8b / ARC-Easy / 5-shot,LLM ladder,5,9,0.7959,0.286309,0.1485,0.9946,1.34,True
Pythia v0 deduped pythia-2.8b / ARC-Easy / 5-shot,LLM ladder,6,8,0.7593,0.304575,0.1577,0.9944,0.15,True
Pythia v0 deduped pythia-2.8b / ARC-Easy / 5-shot,LLM ladder,7,7,0.7569,0.271948,0.1422,0.9947,-3.71,True
Pythia v0 deduped pythia-2.8b / ARC-Easy / 5-shot,LLM ladder,8,6,0.745,0.260624,0.1376,0.994,-8.11,True
Pythia v0 deduped pythia-2.8b / LAMBADA,LLM ladder,0,12,1.1131,0.23281,0.1923,0.9974,18.78,True
Pythia v0 deduped pythia-2.8b / LAMBADA,LLM ladder,1,11,1.099,0.235551,0.1944,0.9973,15.78,True
Pythia v0 deduped pythia-2.8b / LAMBADA,LLM ladder,2,10,1.0737,0.241198,0.1989,0.9973,13.65,True
Pythia v0 deduped pythia-2.8b / LAMBADA,LLM ladder,3,9,1.0618,0.239756,0.1977,0.9971,9.85,True
Pythia v0 deduped pythia-2.8b / LAMBADA,LLM ladder,4,8,1.0518,0.236099,0.195,0.9969,5.6,True
Pythia v0 deduped pythia-2.8b / LAMBADA,LLM ladder,5,7,1.0104,0.231061,0.1913,0.9966,0.53,True
Pythia v0 deduped pythia-2.8b / LAMBADA,LLM ladder,6,6,0.981,0.187408,0.1655,0.9972,-6.44,True
Pythia v0 deduped pythia-2.8b / LAMBADA / 5-shot,LLM ladder,0,11,1.0222,0.226368,0.1746,0.9971,9.95,True
Pythia v0 deduped pythia-2.8b / LAMBADA / 5-shot,LLM ladder,1,10,0.9904,0.243742,0.1849,0.9974,9.87,True
Pythia v0 deduped pythia-2.8b / LAMBADA / 5-shot,LLM ladder,2,9,0.9753,0.260808,0.1959,0.9977,9.5,True
Pythia v0 deduped pythia-2.8b / LAMBADA / 5-shot,LLM ladder,3,8,0.9256,0.288171,0.2165,0.9987,12.0,True
Pythia v0 deduped pythia-2.8b / LAMBADA / 5-shot,LLM ladder,4,7,0.8806,0.304421,0.2303,0.9991,10.89,True
Pythia v0 deduped pythia-2.8b / LAMBADA / 5-shot,LLM ladder,5,6,0.8736,0.290746,0.2188,0.9992,3.97,True
Pythia v0 deduped pythia-2.8b / PIQA,LLM ladder,0,12,0.6834,0.184167,0.0737,0.9942,-2.1,True
Pythia v0 deduped pythia-2.8b / PIQA,LLM ladder,1,11,0.6791,0.137701,0.0668,0.9943,-3.28,True
Pythia v0 deduped pythia-2.8b / PIQA,LLM ladder,2,10,0.6706,0.054429,0.0573,0.9945,-4.22,True
Pythia v0 deduped pythia-2.8b / PIQA,LLM ladder,3,9,0.6663,0.0,0.0525,0.9942,-4.8,False
Pythia v0 deduped pythia-2.8b / PIQA,LLM ladder,4,8,0.635,0.0,0.0527,0.9934,-5.6,False
Pythia v0 deduped pythia-2.8b / PIQA,LLM ladder,5,7,0.633,0.0,0.0534,0.9942,-7.0,False
Pythia v0 deduped pythia-2.8b / PIQA,LLM ladder,6,6,0.6167,0.0,0.0538,0.9933,-10.0,False
Pythia v0 deduped pythia-2.8b / PIQA / 5-shot,LLM ladder,0,11,0.7185,0.325169,0.1212,0.9867,0.09,True
Pythia v0 deduped pythia-2.8b / PIQA / 5-shot,LLM ladder,1,10,0.7074,0.360061,0.1369,0.987,0.59,True
Pythia v0 deduped pythia-2.8b / PIQA / 5-shot,LLM ladder,2,9,0.6727,0.407899,0.1654,0.992,4.52,True
Pythia v0 deduped pythia-2.8b / PIQA / 5-shot,LLM ladder,3,8,0.635,0.429498,0.1824,0.9929,4.4,True
Pythia v0 deduped pythia-2.8b / PIQA / 5-shot,LLM ladder,4,7,0.633,0.405963,0.1644,0.9935,-0.02,True
Pythia v0 deduped pythia-2.8b / PIQA / 5-shot,LLM ladder,5,6,0.6228,0.34538,0.1316,0.9946,-6.8,True
Pythia v0 deduped pythia-410m / ARC-Easy,LLM ladder,0,10,0.4293,0.599228,0.2156,0.9947,16.56,True
Pythia v0 deduped pythia-410m / ARC-Easy,LLM ladder,1,9,0.4224,0.59966,0.2163,0.9943,12.58,True
Pythia v0 deduped pythia-410m / ARC-Easy,LLM ladder,2,8,0.4148,0.600437,0.2175,0.9939,8.8,True
Pythia v0 deduped pythia-410m / ARC-Easy,LLM ladder,3,7,0.4114,0.595578,0.2106,0.9935,4.13,True
Pythia v0 deduped pythia-410m / ARC-Easy,LLM ladder,4,6,0.3988,0.589083,0.2022,0.9929,-2.19,True
Pythia v0 deduped pythia-410m / PIQA,LLM ladder,0,11,0.4466,0.545615,0.1314,0.9844,2.53,True
Pythia v0 deduped pythia-410m / PIQA,LLM ladder,1,10,0.4364,0.571322,0.1526,0.9862,3.79,True
Pythia v0 deduped pythia-410m / PIQA,LLM ladder,2,9,0.428,0.590881,0.1736,0.9871,4.03,True
Pythia v0 deduped pythia-410m / PIQA,LLM ladder,3,8,0.4247,0.609398,0.1995,0.9879,3.5,True
Pythia v0 deduped pythia-410m / PIQA,LLM ladder,4,7,0.4017,0.640328,0.2657,0.9939,6.74,True
Pythia v0 deduped pythia-410m / PIQA,LLM ladder,5,6,0.392,0.65344,0.3086,0.995,2.7,True
Pythia v0 deduped pythia-410m / SciQ,LLM ladder,0,9,1.373,0.25308,0.4938,0.9936,19.36,True
Pythia v0 deduped pythia-410m / SciQ,LLM ladder,1,8,1.3678,0.254412,0.498,0.9944,16.07,True
Pythia v0 deduped pythia-410m / SciQ,LLM ladder,2,7,1.3218,0.2664,0.5726,0.9981,19.85,True
Pythia v0 deduped pythia-410m / SciQ,LLM ladder,3,6,1.2825,0.273745,0.627,0.9996,22.25,True
Pythia v0 deduped pythia-6.9b / ARC-Easy,LLM ladder,0,13,0.8224,0.216759,0.1128,0.9975,5.7,True
Pythia v0 deduped pythia-6.9b / ARC-Easy,LLM ladder,1,12,0.8122,0.219689,0.1137,0.9974,4.33,True
Pythia v0 deduped pythia-6.9b / ARC-Easy,LLM ladder,2,11,0.7996,0.221611,0.1143,0.9972,2.85,True
Pythia v0 deduped pythia-6.9b / ARC-Easy,LLM ladder,3,10,0.7959,0.218333,0.1133,0.997,1.03,True
Pythia v0 deduped pythia-6.9b / ARC-Easy,LLM ladder,4,9,0.786,0.231448,0.1173,0.9969,0.18,True
Pythia v0 deduped pythia-6.9b / ARC-Easy,LLM ladder,5,8,0.7581,0.257067,0.1258,0.997,-0.12,True
Pythia v0 deduped pythia-6.9b / ARC-Easy,LLM ladder,6,7,0.7533,0.250497,0.1236,0.9967,-3.18,True
Pythia v0 deduped pythia-6.9b / ARC-Easy,LLM ladder,7,6,0.7332,0.282271,0.1352,0.9966,-6.09,True
Pythia v0 deduped pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,0,13,0.9358,0.186489,0.1314,0.9961,4.52,True
Pythia v0 deduped pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,1,12,0.9301,0.178967,0.1289,0.9959,2.51,True
Pythia v0 deduped pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,2,11,0.9174,0.172899,0.1269,0.9957,0.71,True
Pythia v0 deduped pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,3,10,0.8979,0.159043,0.1227,0.9955,-1.28,True
Pythia v0 deduped pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,4,9,0.8897,0.105602,0.1089,0.996,-3.83,True
Pythia v0 deduped pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,5,8,0.8829,0.084952,0.1045,0.9957,-5.2,True
Pythia v0 deduped pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,6,7,0.8561,0.113993,0.1108,0.9951,-6.53,True
Pythia v0 deduped pythia-6.9b / ARC-Easy / 5-shot,LLM ladder,7,6,0.7922,0.253993,0.1552,0.9981,-4.69,True
Pythia v0 deduped pythia-6.9b / LAMBADA,LLM ladder,0,15,1.179,0.204941,0.2127,0.9982,28.46,True
Pythia v0 deduped pythia-6.9b / LAMBADA,LLM ladder,1,14,1.174,0.203744,0.2118,0.9982,24.64,True
Pythia v0 deduped pythia-6.9b / LAMBADA,LLM ladder,2,13,1.1615,0.203995,0.212,0.9981,21.11,True
Pythia v0 deduped pythia-6.9b / LAMBADA,LLM ladder,3,12,1.1559,0.203913,0.2119,0.998,17.58,True
Pythia v0 deduped pythia-6.9b / LAMBADA,LLM ladder,4,11,1.1431,0.207247,0.2144,0.9979,14.78,True
Pythia v0 deduped pythia-6.9b / LAMBADA,LLM ladder,5,10,1.1232,0.212968,0.2186,0.9979,12.4,True
Pythia v0 deduped pythia-6.9b / LAMBADA,LLM ladder,6,9,1.122,0.219155,0.2233,0.9979,9.76,True
Pythia v0 deduped pythia-6.9b / LAMBADA,LLM ladder,7,8,1.0675,0.24153,0.2418,0.9989,12.95,True
Pythia v0 deduped pythia-6.9b / LAMBADA,LLM ladder,8,7,1.0512,0.247533,0.2472,0.9988,8.42,True
Pythia v0 deduped pythia-6.9b / LAMBADA,LLM ladder,9,6,1.0094,0.266131,0.2651,0.9992,5.68,True
Pythia v0 deduped pythia-6.9b / LAMBADA / 5-shot,LLM ladder,0,14,1.1137,0.144675,0.1643,0.9981,10.53,True
Pythia v0 deduped pythia-6.9b / LAMBADA / 5-shot,LLM ladder,1,13,1.1013,0.137475,0.1614,0.9981,7.36,True
Pythia v0 deduped pythia-6.9b / LAMBADA / 5-shot,LLM ladder,2,12,1.0984,0.139281,0.1621,0.998,5.58,True
Pythia v0 deduped pythia-6.9b / LAMBADA / 5-shot,LLM ladder,3,11,1.0805,0.153032,0.1677,0.9981,5.83,True
Pythia v0 deduped pythia-6.9b / LAMBADA / 5-shot,LLM ladder,4,10,1.0568,0.172671,0.1763,0.9985,7.22,True
Pythia v0 deduped pythia-6.9b / LAMBADA / 5-shot,LLM ladder,5,9,1.0142,0.196822,0.188,0.999,10.24,True
Pythia v0 deduped pythia-6.9b / LAMBADA / 5-shot,LLM ladder,6,8,0.9888,0.208962,0.1944,0.9991,8.37,True
Pythia v0 deduped pythia-6.9b / LAMBADA / 5-shot,LLM ladder,7,7,0.936,0.226129,0.2041,0.9992,6.66,True
Pythia v0 deduped pythia-6.9b / LAMBADA / 5-shot,LLM ladder,8,6,0.932,0.204536,0.1924,0.9994,0.11,True
Pythia v0 deduped pythia-6.9b / PIQA,LLM ladder,0,10,0.714,0.287687,0.1167,0.9901,-0.57,True
Pythia v0 deduped pythia-6.9b / PIQA,LLM ladder,1,9,0.7008,0.227222,0.0993,0.9902,-3.48,True
Pythia v0 deduped pythia-6.9b / PIQA,LLM ladder,2,8,0.6727,0.24143,0.1028,0.9891,-4.5,True
Pythia v0 deduped pythia-6.9b / PIQA,LLM ladder,3,7,0.6516,0.116211,0.0786,0.9893,-6.89,True
Pythia v0 deduped pythia-6.9b / PIQA,LLM ladder,4,6,0.6371,0.0,0.065,0.9891,-10.0,False
Pythia v0 deduped pythia-6.9b / PIQA / 5-shot,LLM ladder,0,11,0.7595,0.15349,0.0828,0.9869,-3.32,True
Pythia v0 deduped pythia-6.9b / PIQA / 5-shot,LLM ladder,1,10,0.7434,0.119525,0.0772,0.9858,-4.05,True
Pythia v0 deduped pythia-6.9b / PIQA / 5-shot,LLM ladder,2,9,0.7163,0.126891,0.0783,0.9843,-4.6,True
Pythia v0 deduped pythia-6.9b / PIQA / 5-shot,LLM ladder,3,8,0.6964,0.0,0.0627,0.9842,-5.6,False
Pythia v0 deduped pythia-6.9b / PIQA / 5-shot,LLM ladder,4,7,0.6791,0.0,0.0637,0.9842,-7.0,False
Pythia v0 deduped pythia-6.9b / PIQA / 5-shot,LLM ladder,5,6,0.6748,0.0,0.0654,0.9862,-10.0,False
Pythia v0 deduped pythia-6.9b / SciQ / 5-shot,LLM ladder,0,10,2.6688,0.037946,0.3124,0.9997,25.68,True
Pythia v0 deduped pythia-6.9b / SciQ / 5-shot,LLM ladder,1,9,2.5947,0.037762,0.312,0.9997,19.86,True
Pythia v0 deduped pythia-6.9b / SciQ / 5-shot,LLM ladder,2,8,2.577,0.036358,0.3087,0.9997,14.64,True
Pythia v0 deduped pythia-6.9b / SciQ / 5-shot,LLM ladder,3,7,2.5257,0.036777,0.3097,0.9997,9.05,True
Pythia v0 deduped pythia-6.9b / SciQ / 5-shot,LLM ladder,4,6,2.4929,0.037123,0.3104,0.9997,1.96,True
Pythia v0 pythia-1.4b / ARC-Easy,LLM ladder,0,12,0.5678,0.472252,0.1745,0.9946,15.44,True
Pythia v0 pythia-1.4b / ARC-Easy,LLM ladder,1,11,0.5619,0.468287,0.1713,0.9944,11.73,True
Pythia v0 pythia-1.4b / ARC-Easy,LLM ladder,2,10,0.5609,0.457861,0.1635,0.9943,7.52,True
Pythia v0 pythia-1.4b / ARC-Easy,LLM ladder,3,9,0.5521,0.463353,0.1675,0.9938,4.67,True
Pythia v0 pythia-1.4b / ARC-Easy,LLM ladder,4,8,0.5424,0.484412,0.1841,0.9941,3.81,True
Pythia v0 pythia-1.4b / ARC-Easy,LLM ladder,5,7,0.5204,0.513953,0.2134,0.9956,3.9,True
Pythia v0 pythia-1.4b / ARC-Easy,LLM ladder,6,6,0.5017,0.530499,0.2338,0.9957,-0.42,True
Pythia v0 pythia-1.4b / LAMBADA,LLM ladder,0,10,0.9252,0.323538,0.2448,0.9955,15.13,True
Pythia v0 pythia-1.4b / LAMBADA,LLM ladder,1,9,0.9091,0.318665,0.2399,0.9953,9.57,True
Pythia v0 pythia-1.4b / LAMBADA,LLM ladder,2,8,0.8858,0.325149,0.2462,0.9949,5.74,True
