task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
Image classification,ImageNet-1k,tf_efficientnet_es,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7660800000000001,0.001,0.2139636989188414,5.44,1.81,timm
Image classification,ImageNet-1k,resmlp_12_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77948,0.001,0.2148980201445404,15.35,3.01,timm
Image classification,ImageNet-1k,cs3darknet_m,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7763599999999999,0.001,0.2152342825165192,9.31,2.63,timm
Image classification,ImageNet-1k,fbnetv3_d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79682,0.001,0.2156557444220641,10.31,0.68,timm
Image classification,ImageNet-1k,selecsls60,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77974,0.001,0.2162377231032708,30.67,3.59,timm
Image classification,ImageNet-1k,convnext_femto_ols,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78916,0.001,0.2167373230339757,5.23,1.35,timm
Image classification,ImageNet-1k,nf_regnet_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7870999999999999,0.001,0.2172387649541735,10.22,0.82,timm
Image classification,ImageNet-1k,selecsls60b,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7841,0.001,0.2173657874945115,32.77,3.63,timm
Image classification,ImageNet-1k,convnextv2_femto,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78476,0.001,0.217682810023858,5.23,0.79,timm
Image classification,ImageNet-1k,regnetx_016,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7944,0.001,0.2178777400849287,9.19,1.62,timm
Image classification,ImageNet-1k,deit_small_patch16_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7985599999999999,0.001,0.2180506706148374,22.05,4.61,timm
Image classification,ImageNet-1k,vit_small_patch16_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81402,0.001,0.2181091680007677,22.05,4.61,timm
Image classification,ImageNet-1k,repvgg_b0,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.75158,0.001,0.2196325108827909,15.82,3.41,timm
Image classification,ImageNet-1k,deit_small_distilled_patch16_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81204,0.001,0.2201043294521603,22.44,4.63,timm
Image classification,ImageNet-1k,vit_small_patch32_384,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80476,0.001,0.2215511683500862,22.92,3.45,timm
Image classification,ImageNet-1k,tiny_vit_11m_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.83232,0.001,0.2231375821704146,20.35,2.04,timm
Image classification,ImageNet-1k,mobilenetv4_conv_medium,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8089,0.001,0.2233449025992879,9.72,1.71,timm
Image classification,ImageNet-1k,efficientnet_b2_pruned,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79904,0.001,0.2261558258871528,8.31,0.73,timm
Image classification,ImageNet-1k,efficientformer_l1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80502,0.001,0.2264713275975695,12.29,1.3,timm
Image classification,ImageNet-1k,ghostnetv2_130,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7674599999999999,0.001,0.2281839071017677,8.96,0.28,timm
Image classification,ImageNet-1k,rexnet_150,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80322,0.001,0.2285416528589418,9.73,0.9,timm
Image classification,ImageNet-1k,convnext_nano,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.82306,0.001,0.2296121620970019,15.59,2.46,timm
Image classification,ImageNet-1k,ecaresnet50d_pruned,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79714,0.001,0.2297493205163845,19.94,2.53,timm
Image classification,ImageNet-1k,efficientnet_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80404,0.001,0.230361667818475,7.79,0.71,timm
Image classification,ImageNet-1k,poolformer_s12,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77238,0.001,0.2348040677456696,11.92,1.82,timm
Image classification,ImageNet-1k,regnety_016,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8066800000000001,0.001,0.2349524691154979,11.2,1.63,timm
Image classification,ImageNet-1k,mobilenetv4_conv_blur_medium,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80152,0.001,0.2350087893287209,9.72,1.59,timm
Image classification,ImageNet-1k,vit_wee_patch16_reg1_gap_256,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80262,0.001,0.2361431216231533,13.42,3.83,timm
Image classification,ImageNet-1k,mobilenet_edgetpu_v2_m,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80684,0.001,0.2363747674663225,8.46,2.42,timm
Image classification,ImageNet-1k,vit_pwee_patch16_reg1_gap_256,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80082,0.001,0.2374405804947311,15.25,4.37,timm
Image classification,ImageNet-1k,deit3_small_patch16_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8308199999999999,0.001,0.2379264236327558,22.06,4.61,timm
Image classification,ImageNet-1k,hgnetv2_b2,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8156399999999999,0.001,0.2379411428788974,11.22,1.15,timm
Image classification,ImageNet-1k,edgenext_x_small,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7570600000000001,0.001,0.2383778861602566,2.34,0.68,timm
Image classification,ImageNet-1k,tf_efficientnet_cc_b0_4e,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7732399999999999,0.001,0.2387198884700681,13.31,0.41,timm
Image classification,ImageNet-1k,tf_efficientnet_cc_b0_8e,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77956,0.001,0.2404435702984866,24.01,0.42,timm
Image classification,ImageNet-1k,hgnetv2_b4,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8370000000000001,0.001,0.2417730669638863,19.8,2.75,timm
Image classification,ImageNet-1k,efficientvit_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80322,0.001,0.2431888872406086,9.1,0.87,timm
Image classification,ImageNet-1k,resnest14d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.75516,0.001,0.2436920317579455,10.61,2.76,timm
Image classification,ImageNet-1k,resnext26ts,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.76768,0.001,0.2438138335092856,10.3,2.43,timm
Image classification,ImageNet-1k,efficientnet_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78806,0.001,0.2461417284072168,7.79,0.77,timm
Image classification,ImageNet-1k,tf_efficientnet_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81388,0.001,0.2493933506744843,7.79,0.71,timm
Image classification,ImageNet-1k,edgenext_small,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81068,0.001,0.2500781494216942,5.59,1.26,timm
Image classification,ImageNet-1k,eca_resnext26ts,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7744599999999999,0.001,0.2509001041235432,10.3,2.43,timm
Image classification,ImageNet-1k,seresnext26ts,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7786,0.001,0.2510311102854977,10.39,2.43,timm
Image classification,ImageNet-1k,regnetz_b16,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79864,0.001,0.2511193645675599,9.72,1.45,timm
Image classification,ImageNet-1k,resnext50_32x4d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79384,0.001,0.2514104124136405,25.03,2.71,timm
Image classification,ImageNet-1k,convnext_nano_ols,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8090600000000001,0.001,0.2523118069310053,15.65,2.65,timm
Image classification,ImageNet-1k,flexivit_small,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8257599999999999,0.001,0.253192119648468,22.06,5.35,timm
Image classification,ImageNet-1k,gcresnext26ts,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7781,0.001,0.2536661094467796,10.48,2.43,timm
Image classification,ImageNet-1k,mobileone_s1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7576,0.001,0.2538489852386815,4.83,0.86,timm
Image classification,ImageNet-1k,hgnetv2_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79916,0.001,0.2588601352803067,6.34,0.82,timm
Image classification,ImageNet-1k,tf_efficientnetv2_b2,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80226,0.001,0.2595494740229909,10.1,1.72,timm
Image classification,ImageNet-1k,efficientnet_b2,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79324,0.001,0.2607099653777166,9.11,0.89,timm
Image classification,ImageNet-1k,mobilevit_xs,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.74618,0.001,0.261376408165399,2.32,1.05,timm
Image classification,ImageNet-1k,mobilenetv4_conv_large,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81864,0.001,0.2618486514794448,32.59,2.86,timm
Image classification,ImageNet-1k,vit_relpos_small_patch16_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81476,0.001,0.2620950304161283,21.98,4.59,timm
Image classification,ImageNet-1k,tf_efficientnet_lite2,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7746999999999999,0.001,0.2621286947039518,6.09,0.89,timm
Image classification,ImageNet-1k,pvt_v2_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7869799999999999,0.001,0.2622627505592753,14.01,2.12,timm
Image classification,ImageNet-1k,resnet26t,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77878,0.001,0.2630706660423123,16.01,3.35,timm
Image classification,ImageNet-1k,vit_srelpos_small_patch16_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81108,0.001,0.2636685791427607,21.97,4.59,timm
Image classification,ImageNet-1k,legacy_seresnext26_32x4d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7709999999999999,0.001,0.2649582160893227,16.79,2.49,timm
Image classification,ImageNet-1k,ese_vovnet19b_dw,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77788,0.001,0.2653667235436011,6.54,2.22,timm
Image classification,ImageNet-1k,convnext_pico,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80426,0.001,0.2658089896600303,9.05,2.27,timm
Image classification,ImageNet-1k,gernet_l,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81354,0.001,0.267251769874846,31.08,4.57,timm
Image classification,ImageNet-1k,resnet101,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77928,0.001,0.273214339381388,44.55,4.0,timm
Image classification,ImageNet-1k,edgenext_small_rw,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79596,0.001,0.2741679004222185,7.83,1.58,timm
Image classification,ImageNet-1k,tf_efficientnetv2_b3,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8107800000000001,0.001,0.2747086714539231,14.36,1.93,timm
Image classification,ImageNet-1k,cs3darknet_focus_l,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80254,0.001,0.2755625609682166,21.15,4.66,timm
Image classification,ImageNet-1k,efficientnetv2_rw_t,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8137000000000001,0.001,0.2756050909772405,13.65,1.93,timm
Image classification,ImageNet-1k,repvit_m3,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81494,0.001,0.2770336346535832,10.68,1.89,timm
Image classification,ImageNet-1k,mixnet_m,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77268,0.001,0.2772817515333681,5.01,0.36,timm
Image classification,ImageNet-1k,ghostnetv2_160,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7783599999999999,0.001,0.2785647231205934,12.39,0.42,timm
Image classification,ImageNet-1k,gc_efficientnetv2_rw_t,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8127599999999999,0.001,0.2785802436462811,13.68,1.94,timm
Image classification,ImageNet-1k,convnext_pico_ols,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80458,0.001,0.2787285518379361,9.06,2.37,timm
Image classification,ImageNet-1k,seresnext26t_32x4d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7798,0.001,0.2810362368123745,16.81,2.7,timm
Image classification,ImageNet-1k,eca_botnext26ts_256,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79262,0.001,0.2823152105789155,10.59,2.46,timm
Image classification,ImageNet-1k,efficientnet_b3_pruned,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80864,0.001,0.2833944993127683,9.86,1.04,timm
Image classification,ImageNet-1k,seresnext26d_32x4d,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7759199999999999,0.001,0.2834025307845998,16.81,2.73,timm
Image classification,ImageNet-1k,nf_regnet_b1,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7936799999999999,0.001,0.2835029626059592,10.22,1.02,timm
Image classification,ImageNet-1k,coat_lite_tiny,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7754800000000001,0.001,0.2844893558307516,5.72,1.6,timm
Image classification,ImageNet-1k,convnextv2_pico,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.80304,0.001,0.2845265904325089,9.07,1.37,timm
Image classification,ImageNet-1k,cs3darknet_l,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8035,0.001,0.2859397696469216,21.16,4.86,timm
Image classification,ImageNet-1k,repvgg_a2,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.76488,0.001,0.2863647427728698,28.21,5.7,timm
Image classification,ImageNet-1k,tf_mixnet_m,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.76952,0.001,0.2869069990962429,5.01,0.36,timm
Image classification,ImageNet-1k,hgnet_tiny,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8194199999999999,0.001,0.2872853260401165,14.74,4.54,timm
Image classification,ImageNet-1k,eca_halonext26ts,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79518,0.001,0.2880889618714259,10.76,2.44,timm
Image classification,ImageNet-1k,mobilevitv2_100,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7808799999999999,0.001,0.2881728114715833,4.9,1.84,timm
Image classification,ImageNet-1k,ecaresnet101d_pruned,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8081,0.001,0.2884387961718403,24.88,3.48,timm
Image classification,ImageNet-1k,ecaresnet26t,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7889400000000001,0.001,0.2926509493596797,16.01,3.35,timm
Image classification,ImageNet-1k,hgnetv2_b3,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.82914,0.001,0.2968010779815152,16.29,1.78,timm
Image classification,ImageNet-1k,resnetv2_50,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8040999999999999,0.001,0.2979924250325557,25.55,4.11,timm
Image classification,ImageNet-1k,botnet26t_256,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79256,0.001,0.2980448259418217,12.49,3.32,timm
Image classification,ImageNet-1k,bat_resnext26ts,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7828,0.001,0.2988062689555227,10.73,2.53,timm
Image classification,ImageNet-1k,coatnext_nano_rw_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81998,0.001,0.2991468332316234,14.7,2.47,timm
Image classification,ImageNet-1k,ecaresnetlight,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8045399999999999,0.001,0.2998545705332913,30.16,4.11,timm
Image classification,ImageNet-1k,resnet34,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.78972,0.001,0.3003345727140034,21.8,6.07,timm
Image classification,ImageNet-1k,rexnetr_200,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.8260200000000001,0.001,0.3003959218249653,16.52,1.59,timm
Image classification,ImageNet-1k,skresnet34,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.76956,0.001,0.3017610776491605,22.28,3.67,timm
Image classification,ImageNet-1k,fastvit_t8,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7717,0.001,0.301783844303679,4.03,0.7,timm
Image classification,ImageNet-1k,halonet26t,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79134,0.001,0.3019232511095679,12.48,3.19,timm
Image classification,ImageNet-1k,vit_small_r26_s32_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81856,0.001,0.3026625222078625,36.43,3.56,timm
Image classification,ImageNet-1k,cs3sedarknet_l,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81208,0.001,0.3027468219152369,21.91,4.86,timm
Image classification,ImageNet-1k,coat_lite_mini,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79104,0.001,0.3044241968528626,11.01,2.0,timm
Image classification,ImageNet-1k,lambda_resnet26t,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7912600000000001,0.001,0.3058038512937032,10.96,3.02,timm
Image classification,ImageNet-1k,mobilenetv4_hybrid_medium,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.82998,0.001,0.3065021363198901,11.07,2.05,timm
Image classification,ImageNet-1k,convnextv2_atto,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.77794,0.001,0.3073688610754221,3.71,0.91,timm
Image classification,ImageNet-1k,resnet32ts,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79054,0.001,0.3082785111381026,17.96,4.63,timm
Image classification,ImageNet-1k,vit_tiny_patch16_384,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7843800000000001,0.001,0.3088908040118738,5.79,4.7,timm
Image classification,ImageNet-1k,convit_tiny,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7314,0.001,0.3094959548878696,5.71,1.26,timm
Image classification,ImageNet-1k,resnet50,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81146,0.001,0.3106496927674538,25.56,4.11,timm
Image classification,ImageNet-1k,coatnet_nano_rw_224,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81704,0.001,0.3109694472518075,15.14,2.41,timm
Image classification,ImageNet-1k,rexnet_200,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.81636,0.001,0.3124092060744846,16.37,1.56,timm
Image classification,ImageNet-1k,resnet33ts,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79216,0.001,0.3129655362351498,19.68,4.76,timm
Image classification,ImageNet-1k,mobileone_s2,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7750400000000001,0.001,0.3145287101806653,7.88,1.34,timm
Image classification,ImageNet-1k,cspresnet50,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.79578,0.001,0.3168668208751861,21.62,4.54,timm
Image classification,ImageNet-1k,efficientvit_b2,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.82162,0.001,0.3181369897878026,24.33,1.6,timm
Image classification,ImageNet-1k,resnext26ts,RTX 3090,PyTorch 2.4.0 eager,amp-fp16,timm | RTX 3090 | PyTorch 2.4.0 eager | amp-fp16,top1,0.7718600000000001,0.001,0.3197104701981885,10.3,3.07,timm
