task,dataset,model,device,runtime,precision,cell,metric,Q,chance,latency_ms,param_count,gmacs,source
Image classification,ImageNet-1k,convnext_tiny,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8444799999999999,0.001,0.2459286511797197,28.59,7.39,timm
Image classification,ImageNet-1k,resnet61q,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8253199999999999,0.001,0.2464839070657077,36.85,9.87,timm
Image classification,ImageNet-1k,resnext50_32x4d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82016,0.001,0.2467302079195462,25.03,7.04,timm
Image classification,ImageNet-1k,resnetaa50d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8265600000000001,0.001,0.2476234340913087,25.58,8.92,timm
Image classification,ImageNet-1k,legacy_seresnet101,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7837000000000001,0.001,0.2487358002950006,49.33,7.61,timm
Image classification,ImageNet-1k,pit_b_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82458,0.001,0.2492926321562566,73.76,12.42,timm
Image classification,ImageNet-1k,tf_efficientnet_cc_b1_8e,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.79318,0.001,0.2510222882689754,39.72,0.75,timm
Image classification,ImageNet-1k,convnext_small,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8516400000000001,0.001,0.251416733292101,50.22,8.71,timm
Image classification,ImageNet-1k,repvgg_b2,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7878799999999999,0.001,0.2518187610013321,80.32,18.38,timm
Image classification,ImageNet-1k,ecaresnet101d_pruned,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82016,0.001,0.2519818371491782,24.88,5.75,timm
Image classification,ImageNet-1k,darknetaa53,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8052800000000001,0.001,0.2523506462700051,36.02,10.08,timm
Image classification,ImageNet-1k,cs3darknet_x,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82234,0.001,0.252591589710429,35.05,10.6,timm
Image classification,ImageNet-1k,resmlp_36_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8115000000000001,0.001,0.2529033302310525,44.69,8.91,timm
Image classification,ImageNet-1k,nextvit_base,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8518600000000001,0.001,0.2529237991178018,44.79,8.29,timm
Image classification,ImageNet-1k,inception_next_small,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83584,0.001,0.2535863448825007,49.37,8.36,timm
Image classification,ImageNet-1k,poolformerv2_s36,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8157599999999999,0.001,0.253716953366824,30.79,5.01,timm
Image classification,ImageNet-1k,xcit_tiny_12_p8_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81214,0.001,0.2566465028064295,6.71,4.81,timm
Image classification,ImageNet-1k,pvt_v2_b2_li,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8220000000000001,0.001,0.2585696444408819,22.55,3.91,timm
Image classification,ImageNet-1k,regnetz_c16,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82162,0.001,0.2591318048011941,13.46,2.51,timm
Image classification,ImageNet-1k,vgg16,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7159399999999999,0.001,0.2595804660507687,138.36,15.47,timm
Image classification,ImageNet-1k,regnetz_b16,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8073999999999999,0.001,0.2597395850919867,9.72,2.39,timm
Image classification,ImageNet-1k,coat_lite_small,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82304,0.001,0.2604906080111281,19.84,3.96,timm
Image classification,ImageNet-1k,mambaout_small,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8409399999999999,0.001,0.2608636674301277,48.49,8.96,timm
Image classification,ImageNet-1k,hrnet_w32,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.78452,0.001,0.2610959240315299,41.23,8.97,timm
Image classification,ImageNet-1k,resnext50d_32x4d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.80676,0.001,0.262005072418202,25.05,7.44,timm
Image classification,ImageNet-1k,vgg16_bn,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.73354,0.001,0.2627547735973493,138.37,15.5,timm
Image classification,ImageNet-1k,resnet50_gn,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81216,0.001,0.2635435004901909,25.56,6.85,timm
Image classification,ImageNet-1k,convnextv2_tiny,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8442799999999999,0.001,0.2637318585447804,28.64,7.39,timm
Image classification,ImageNet-1k,rexnetr_200,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8316,0.001,0.2639650721416542,16.52,2.62,timm
Image classification,ImageNet-1k,convnext_nano,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8333400000000001,0.001,0.2641177542595591,15.59,7.22,timm
Image classification,ImageNet-1k,ecaresnet101d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8218000000000001,0.001,0.2645383673221045,44.57,8.08,timm
Image classification,ImageNet-1k,seresnet50,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8128799999999999,0.001,0.264606265876376,28.09,6.8,timm
Image classification,ImageNet-1k,densenet121,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7648600000000001,0.001,0.2664726745595873,7.98,4.74,timm
Image classification,ImageNet-1k,regnetz_c16_evos,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8194,0.001,0.266678044929917,13.49,2.48,timm
Image classification,ImageNet-1k,res2net101_26w_4s,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.79192,0.001,0.2670661976984235,45.21,8.1,timm
Image classification,ImageNet-1k,maxxvitv2_nano_rw_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83108,0.001,0.2682295508496171,23.7,6.26,timm
Image classification,ImageNet-1k,volo_d1_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84148,0.001,0.2686727565824825,26.63,6.94,timm
Image classification,ImageNet-1k,repvgg_b3g4,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8022400000000001,0.001,0.2691355366562601,75.63,16.06,timm
Image classification,ImageNet-1k,hiera_small_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8388800000000001,0.001,0.2694880266469761,35.01,6.42,timm
Image classification,ImageNet-1k,densenet201,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7728400000000001,0.001,0.2699805883956944,20.01,4.34,timm
Image classification,ImageNet-1k,resnet101d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82254,0.001,0.2704515459010363,44.57,10.55,timm
Image classification,ImageNet-1k,mambaout_small_rw,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8404,0.001,0.2705517903764728,48.5,8.96,timm
Image classification,ImageNet-1k,rexnet_300,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8278,0.001,0.2714256632964646,34.71,3.44,timm
Image classification,ImageNet-1k,regnetx_064,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.79062,0.001,0.2715531755428348,26.21,6.49,timm
Image classification,ImageNet-1k,convit_small,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8141200000000001,0.001,0.2729026747191149,27.78,5.76,timm
Image classification,ImageNet-1k,mobilenetv4_conv_large,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82974,0.001,0.2733390552308894,32.59,6.43,timm
Image classification,ImageNet-1k,edgenext_base,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84076,0.001,0.2742400807362797,18.51,6.01,timm
Image classification,ImageNet-1k,swinv2_tiny_window8_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81824,0.001,0.2744282287853257,28.35,5.96,timm
Image classification,ImageNet-1k,mixer_b16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82314,0.001,0.2746664176357813,59.88,12.62,timm
Image classification,ImageNet-1k,maxvit_nano_rw_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82934,0.001,0.2763056825026663,15.45,4.46,timm
Image classification,ImageNet-1k,efficientvit_b3,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8344400000000001,0.001,0.2763514969960592,48.65,3.99,timm
Image classification,ImageNet-1k,maxvit_rmlp_nano_rw_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82978,0.001,0.2771664717262482,15.5,4.47,timm
Image classification,ImageNet-1k,res2net101d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8123600000000001,0.001,0.2778310287249501,45.23,8.35,timm
Image classification,ImageNet-1k,ecaresnet50t,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8210999999999999,0.001,0.2791416951158578,25.57,7.14,timm
Image classification,ImageNet-1k,mobilevitv2_175,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8195,0.001,0.2798345618070597,14.25,5.54,timm
Image classification,ImageNet-1k,ecaresnet50d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81648,0.001,0.2801842491622491,25.58,7.19,timm
Image classification,ImageNet-1k,res2net50_26w_8s,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7895,0.001,0.2803264120742192,48.4,8.37,timm
Image classification,ImageNet-1k,resnet152,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82818,0.001,0.2823191957290752,60.19,11.56,timm
Image classification,ImageNet-1k,inception_v4,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.80144,0.001,0.2827518541452835,42.68,12.28,timm
Image classification,ImageNet-1k,regnetv_040,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8320399999999999,0.001,0.2850302132025994,20.64,6.6,timm
Image classification,ImageNet-1k,eca_nfnet_l1,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8326399999999999,0.001,0.2855967830378358,41.41,9.62,timm
Image classification,ImageNet-1k,tresnet_l,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81498,0.001,0.2861975507213609,55.99,10.9,timm
Image classification,ImageNet-1k,tnt_s_legacy_patch16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81512,0.001,0.2866939599316521,23.76,5.24,timm
Image classification,ImageNet-1k,efficientvit_l2,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8538,0.001,0.2871830217397547,63.71,9.09,timm
Image classification,ImageNet-1k,vit_base_patch16_clip_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8620399999999999,0.001,0.2877805500637434,86.57,17.58,timm
Image classification,ImageNet-1k,convnextv2_nano,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83366,0.001,0.2880516188500979,15.62,7.22,timm
Image classification,ImageNet-1k,densenetblur121d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7731999999999999,0.001,0.2884179984367744,8.0,5.14,timm
Image classification,ImageNet-1k,resnet152c,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.79904,0.001,0.288641106534546,60.21,11.8,timm
Image classification,ImageNet-1k,hgnetv2_b5,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.85158,0.001,0.2892798666998374,39.57,10.84,timm
Image classification,ImageNet-1k,efficientnetv2_rw_s,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8288800000000001,0.001,0.2912454529303661,23.94,4.91,timm
Image classification,ImageNet-1k,mixnet_xl,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.80494,0.001,0.291270053943214,11.9,0.93,timm
Image classification,ImageNet-1k,seresnext101_32x4d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8088599999999999,0.001,0.2916293624107249,48.96,8.02,timm
Image classification,ImageNet-1k,xcit_small_24_p16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8388,0.001,0.2919384126724626,47.67,9.1,timm
Image classification,ImageNet-1k,coatnet_rmlp_1_rw_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8334999999999999,0.001,0.2919563116575235,41.69,7.85,timm
Image classification,ImageNet-1k,dla169,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7870199999999999,0.001,0.292362611499791,53.39,11.6,timm
Image classification,ImageNet-1k,legacy_seresnext101_32x4d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.80274,0.001,0.2924746278260361,48.96,8.02,timm
Image classification,ImageNet-1k,resnet152d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.80476,0.001,0.2924771940907907,60.21,11.8,timm
Image classification,ImageNet-1k,lamhalobotnet50ts_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81552,0.001,0.2927023451311892,22.57,5.02,timm
Image classification,ImageNet-1k,tnt_s_patch16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81506,0.001,0.2930317060305925,23.77,5.25,timm
Image classification,ImageNet-1k,resnest50d_4s2x40d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81146,0.001,0.2933962374866504,30.42,4.4,timm
Image classification,ImageNet-1k,rdnet_small,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83658,0.001,0.2940035045217739,50.44,8.74,timm
Image classification,ImageNet-1k,poolformer_s36,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81428,0.001,0.2949104357006777,30.86,5.0,timm
Image classification,ImageNet-1k,regnety_040,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83048,0.001,0.295297098410711,20.65,6.61,timm
Image classification,ImageNet-1k,vit_base_patch16_224_miil,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8427800000000001,0.001,0.2960953900908716,94.4,17.59,timm
Image classification,ImageNet-1k,vit_base_patch16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8510800000000001,0.001,0.2962445083674261,86.57,17.58,timm
Image classification,ImageNet-1k,hgnet_small,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.84368,0.001,0.2963849922495324,24.36,14.09,timm
Image classification,ImageNet-1k,mambaout_tiny,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8345199999999999,0.001,0.2965757365458417,26.55,7.41,timm
Image classification,ImageNet-1k,deit_base_patch16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8198000000000001,0.001,0.2971247240454125,86.57,17.58,timm
Image classification,ImageNet-1k,vit_betwixt_patch16_reg1_gap_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83652,0.001,0.2971459135008246,60.4,16.32,timm
Image classification,ImageNet-1k,regnetv_064,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8311799999999999,0.001,0.2977014471267344,30.58,6.39,timm
Image classification,ImageNet-1k,sequencer2d_s,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82336,0.001,0.2979480319042752,27.65,4.96,timm
Image classification,ImageNet-1k,cs3edgenet_x,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82734,0.001,0.2986376151994601,47.82,14.59,timm
Image classification,ImageNet-1k,cs3se_edgenet_x,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82768,0.001,0.2987241491589421,50.72,11.53,timm
Image classification,ImageNet-1k,resnetv2_34d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8043,0.001,0.30085955575078,21.82,15.64,timm
Image classification,ImageNet-1k,deit3_base_patch16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8572799999999999,0.001,0.301212984689344,86.59,17.58,timm
Image classification,ImageNet-1k,vit_relpos_base_patch16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82482,0.001,0.3016391069069323,86.43,17.51,timm
Image classification,ImageNet-1k,vit_relpos_base_patch16_clsgap_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82758,0.001,0.3019679249670099,86.43,17.6,timm
Image classification,ImageNet-1k,pvt_v2_b3,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8312,0.001,0.3021476656071355,45.24,6.92,timm
Image classification,ImageNet-1k,cs3sedarknet_x,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8265399999999999,0.001,0.3028770288974973,35.4,10.6,timm
Image classification,ImageNet-1k,convformer_s36,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8542000000000001,0.001,0.3033290361719876,40.01,7.67,timm
Image classification,ImageNet-1k,beitv2_base_patch16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.86494,0.001,0.3033630831396866,86.53,17.58,timm
Image classification,ImageNet-1k,beit_base_patch16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.85238,0.001,0.3035435676082588,86.53,17.58,timm
Image classification,ImageNet-1k,seresnext50_32x4d,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.82186,0.001,0.3044835198294892,27.56,7.04,timm
Image classification,ImageNet-1k,caformer_s36,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8578,0.001,0.3050175385084642,39.3,8.0,timm
Image classification,ImageNet-1k,deit_base_distilled_patch16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83384,0.001,0.3052866488989837,87.34,17.68,timm
Image classification,ImageNet-1k,efficientnet_b3,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8147199999999999,0.001,0.3056664445490503,12.23,1.63,timm
Image classification,ImageNet-1k,mvitv2_small,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83772,0.001,0.3062064995391592,34.87,7.0,timm
Image classification,ImageNet-1k,vit_base_patch32_clip_448,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.85792,0.001,0.3063763036311719,88.34,17.93,timm
Image classification,ImageNet-1k,vit_betwixt_patch16_reg4_gap_256,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.85734,0.001,0.3069188721345287,60.4,16.52,timm
Image classification,ImageNet-1k,davit_small,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.8425199999999999,0.001,0.3075059118011544,49.75,8.8,timm
Image classification,ImageNet-1k,hrnet_w30,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7820199999999999,0.001,0.3079310727086848,37.71,8.15,timm
Image classification,ImageNet-1k,regnety_064,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.83006,0.001,0.3083098760902608,30.58,6.39,timm
Image classification,ImageNet-1k,beit3_base_patch16_224,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.85454,0.001,0.3086000666576144,86.66,17.63,timm
Image classification,ImageNet-1k,vgg19_bn,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7423000000000001,0.001,0.3109220704922518,143.68,19.66,timm
Image classification,ImageNet-1k,nextvit_large,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.85514,0.001,0.3109675132238935,57.83,10.77,timm
Image classification,ImageNet-1k,vgg19,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.7240000000000001,0.001,0.3110913395281989,143.67,19.63,timm
Image classification,ImageNet-1k,resnet152s,RTX 4090,PyTorch 2.9.1 compile,amp-fp16,timm | RTX 4090 | PyTorch 2.9.1 compile | amp-fp16,top1,0.81048,0.001,0.3114013371573417,60.32,12.92,timm
